sgRNA	Gene	D9_rep1_SSEA5_hi	D9_rep1_SSEA5_low	D9_rep2_SSEA5_hi	D9_rep2_SSEA5_low	D9_rep3_SSEA5_hi	D9_rep3_SSEA5_low
EpiKDlib_RUVBL2_1607	RUVBL2	32	7	20	18	23	2
EpiKDlib_SATB2_1635	SATB2	452	236	473	374	487	127
EpiKDlib_FOXO1_650	FOXO1	499	291	321	344	330	147
EpiKDlib_YWHAE_2148	YWHAE	244	722	179	577	308	273
EpiKDlib_APBB1_55	APBB1	92	492	94	685	85	282
EpiKDlib_SMARCAD1_1745	SMARCAD1	200	108	188	131	190	49
EpiKDlib_TAF6L_1912	TAF6L	44	678	51	823	71	281
EpiKDlib_ATAD2B_132	ATAD2B	268	134	224	180	239	65
EpiKDlib_PRDM7_1436	PRDM7	360	380	298	369	512	178
EpiKDlib_KDM7A_962	KDM7A	353	106	341	133	446	46
EpiKDlib_HP1BP3_799	HP1BP3	229	167	181	157	221	47
EpiKDlib_MTA1_1109	MTA1	448	488	283	417	386	208
EpiKDlib_CUL5_445	CUL5	394	323	385	321	556	192
EpiKDlib_BRPF3_254	BRPF3	51	183	60	200	67	69
EpiKDlib_ASXL2_125	ASXL2	115	407	139	449	162	152
EpiKDlib_BRCA2_215	BRCA2	154	66	140	78	135	36
EpiKDlib_SMARCE1_1769	SMARCE1	125	98	137	142	167	59
EpiKDlib_PKN1_1382	PKN1	239	109	166	153	162	52
EpiKDlib_NBN_1149	NBN	28	5	25	11	54	6
EpiKDlib_CBX7_294	CBX7	157	162	157	236	154	81
EpiKDlib_KDM1A_910	KDM1A	104	6	109	27	128	13
EpiKDlib_HIRA_760	HIRA	282	145	185	182	131	49
EpiKDlib_SP100_1801	SP100	174	121	98	168	128	41
EpiKDlib_KMT2B_972	KMT2B	117	22	132	24	127	3
EpiKDlib_PRDM14_1418	PRDM14	41	1150	31	1491	40	360
EpiKDlib_NIPBL_1188	NIPBL	77	308	128	370	141	185
EpiKDlib_CUL1_430	CUL1	48	27	47	46	60	27
EpiKDlib_OGT_1262	OGT	51	10	96	76	72	10
EpiKDlib_TLK1_1968	TLK1	63	100	55	136	62	47
EpiKDlib_DDB1_458	DDB1	61	36	100	87	128	6
EpiKDlib_CHTOP_389	CHTOP	32	250	23	213	35	67
EpiKDlib_ACTR6_19	ACTR6	32	14	68	38	73	6
EpiKDlib_SIRT1_1720	SIRT1	89	65	84	68	103	46
EpiKDlib_ASF1B_113	ASF1B	103	18	45	46	70	14
EpiKDlib_PHF20_1361	PHF20	63	45	70	71	126	14
EpiKDlib_HAT1_703	HAT1	234	44	151	81	195	22
EpiKDlib_SETD1A_1656	SETD1A	23	40	21	110	8	15
EpiKDlib_NO-TARGET_1230	NO-TARGET	191	147	153	171	183	62
EpiKDlib_SFPQ_1706	SFPQ	78	31	72	26	61	24
EpiKDlib_LAS1L_998	LAS1L	267	78	149	79	159	31
EpiKDlib_SETD2_1660	SETD2	51	37	50	18	49	13
EpiKDlib_KDM1A_909	KDM1A	31	29	37	42	18	5
EpiKDlib_TFPT_1957	TFPT	18	67	31	13	27	19
EpiKDlib_UBE2A_2024	UBE2A	42	166	34	154	69	63
EpiKDlib_ZHX1_2176	ZHX1	41	49	25	30	55	7
EpiKDlib_NFYC_1186	NFYC	61	25	47	24	88	1
EpiKDlib_PRDM14_1417	PRDM14	41	572	19	674	21	207
EpiKDlib_PARP1_1289	PARP1	38	18	27	30	15	6
EpiKDlib_CDYL_335	CDYL	213	135	156	184	177	70
EpiKDlib_APOBEC2_65	APOBEC2	336	213	334	193	292	62
EpiKDlib_SAP130_1616	SAP130	59	34	40	56	33	17
EpiKDlib_RSF1_1601	RSF1	79	42	55	22	79	10
EpiKDlib_ALKBH1_37	ALKBH1	182	81	125	103	248	52
EpiKDlib_SMARCE1_1770	SMARCE1	47	35	56	30	48	22
EpiKDlib_PRDM13_1414	PRDM13	268	186	207	250	166	81
EpiKDlib_NCOA3_1161	NCOA3	223	368	206	429	239	169
EpiKDlib_RCOR3_1553	RCOR3	299	281	169	299	302	94
EpiKDlib_APOBEC3F_80	APOBEC3F	273	267	296	298	248	72
EpiKDlib_SMYD4_1792	SMYD4	40	15	13	26	55	7
EpiKDlib_HDAC6_732	HDAC6	263	256	246	382	203	138
EpiKDlib_PKM_1378	PKM	103	29	72	84	79	20
EpiKDlib_TET1_1941	TET1	159	302	120	283	165	123
EpiKDlib_NO-TARGET_1223	NO-TARGET	497	339	333	446	413	147
EpiKDlib_ZCWPW1_2168	ZCWPW1	70	9	41	14	79	5
EpiKDlib_ZGPAT_2173	ZGPAT	163	124	113	203	125	52
EpiKDlib_EYA4_622	EYA4	16	0	41	0	35	8
EpiKDlib_CTR9_428	CTR9	29	34	19	53	5	14
EpiKDlib_RCC1_1546	RCC1	65	36	53	53	68	23
EpiKDlib_RBX1_1545	RBX1	30	52	30	53	38	12
EpiKDlib_CHD1L_357	CHD1L	56	24	24	29	31	29
EpiKDlib_IKBKAP_813	IKBKAP	58	42	63	111	67	22
EpiKDlib_KMT2B_974	KMT2B	16	4	24	8	7	0
EpiKDlib_SMARCAL1_1748	SMARCAL1	76	58	73	43	131	32
EpiKDlib_EZH1_625	EZH1	34	28	22	27	32	19
EpiKDlib_RB1_1532	RB1	365	238	267	228	418	90
EpiKDlib_BRD8_235	BRD8	145	171	150	211	175	81
EpiKDlib_HUWE1_812	HUWE1	114	679	69	537	122	284
EpiKDlib_PRKAG3_1464	PRKAG3	137	101	152	162	220	37
EpiKDlib_EZH2_627	EZH2	130	382	95	495	115	205
EpiKDlib_TEX10_1951	TEX10	37	10	24	24	35	8
EpiKDlib_TRIM24_1999	TRIM24	115	448	92	437	66	129
EpiKDlib_SFPQ_1707	SFPQ	102	32	76	72	86	9
EpiKDlib_AIRE_35	AIRE	237	47	175	83	273	29
EpiKDlib_WDR82_2132	WDR82	45	17	21	39	44	14
EpiKDlib_PRKCA_1467	PRKCA	168	107	142	143	134	53
EpiKDlib_MOV10_1085	MOV10	285	196	246	282	216	88
EpiKDlib_USP49_2105	USP49	11	9	1	4	13	1
EpiKDlib_SETD1B_1658	SETD1B	55	7218	64	8886	85	2013
EpiKDlib_CUL4A_440	CUL4A	104	132	117	179	123	51
EpiKDlib_PCGF5_1317	PCGF5	173	176	209	181	198	84
EpiKDlib_BRCA1_210	BRCA1	46	3	32	27	47	8
EpiKDlib_PCGF6_1320	PCGF6	182	166	168	317	145	116
EpiKDlib_NCL_1152	NCL	57	50	65	35	49	18
EpiKDlib_TAF7_1914	TAF7	69	80	47	114	51	66
EpiKDlib_NSD3_1256	NSD3	19	4	22	13	13	4
EpiKDlib_SETD8_1683	SETD8	19	36	41	101	63	51
EpiKDlib_PHF12_1346	PHF12	21	32	21	19	5	7
EpiKDlib_CBX1_275	CBX1	85	31	114	28	114	17
EpiKDlib_PCGF3_1313	PCGF3	178	301	156	308	236	235
EpiKDlib_JAK2_861	JAK2	301	319	200	297	247	137
EpiKDlib_MBTD1_1044	MBTD1	178	70	140	121	187	21
EpiKDlib_PHF2_1357	PHF2	258	173	210	369	204	115
EpiKDlib_PHF8_1371	PHF8	248	68	127	100	226	34
EpiKDlib_PCGF1_1307	PCGF1	455	192	339	197	477	39
EpiKDlib_UBE2T_2043	UBE2T	125	31	86	27	82	0
EpiKDlib_CBX2_279	CBX2	48	98	40	197	37	92
EpiKDlib_TADA2A_1874	TADA2A	78	43	42	45	61	7
EpiKDlib_UCHL5_2059	UCHL5	13	227	41	289	28	128
EpiKDlib_PRKCD_1473	PRKCD	419	184	278	201	314	98
EpiKDlib_ZMYM3_2182	ZMYM3	18	685	46	704	33	302
EpiKDlib_BAZ1A_186	BAZ1A	168	206	112	158	165	102
EpiKDlib_ING5_834	ING5	178	472	153	639	123	130
EpiKDlib_USP16_2079	USP16	70	42	53	50	58	15
EpiKDlib_TRIM24_1998	TRIM24	62	128	62	287	66	73
EpiKDlib_SRCAP_1811	SRCAP	88	35	43	53	33	3
EpiKDlib_BAZ2A_194	BAZ2A	232	166	191	263	220	122
EpiKDlib_PARP3_1296	PARP3	56	17	45	35	84	4
EpiKDlib_ACTL6A_9	ACTL6A	60	41	51	65	58	17
EpiKDlib_EID1_541	EID1	452	359	368	370	497	144
EpiKDlib_SETDB1_1686	SETDB1	59	232	49	248	64	84
EpiKDlib_IKBKAP_815	IKBKAP	15	15	13	31	12	5
EpiKDlib_ING3_828	ING3	106	56	104	58	128	27
EpiKDlib_SENP3_1648	SENP3	99	59	74	70	113	37
EpiKDlib_RIOX2_1566	RIOX2	139	73	129	81	164	50
EpiKDlib_TADA2B_1876	TADA2B	416	724	351	1099	416	380
EpiKDlib_PRKAG1_1456	PRKAG1	120	53	79	30	46	27
EpiKDlib_TET1_1942	TET1	175	273	133	324	161	134
EpiKDlib_HUWE1_810	HUWE1	39	335	35	341	45	133
EpiKDlib_TAF4_1899	TAF4	35	545	44	465	36	207
EpiKDlib_VPS72_2116	VPS72	63	140	55	113	40	7
EpiKDlib_TAF6L_1913	TAF6L	77	693	49	890	80	318
EpiKDlib_JARID2_865	JARID2	270	150	191	186	271	39
EpiKDlib_SUDS3_1834	SUDS3	140	54	79	70	123	46
EpiKDlib_CHRAC1_387	CHRAC1	172	75	142	168	167	35
EpiKDlib_L3MBTL4_995	L3MBTL4	223	149	190	230	220	76
EpiKDlib_UBE2A_2023	UBE2A	69	325	56	296	74	108
EpiKDlib_BRPF1_250	BRPF1	25	116	29	143	28	52
EpiKDlib_NAP1L4_1141	NAP1L4	134	60	93	98	140	27
EpiKDlib_TAF6L_1911	TAF6L	83	568	109	725	206	302
EpiKDlib_CCDC101_299	CCDC101	61	344	37	359	59	140
EpiKDlib_MAPKAPK3_1011	MAPKAPK3	12	9	23	22	13	2
EpiKDlib_SETDB2_1688	SETDB2	66	40	117	27	153	31
EpiKDlib_USP3_2093	USP3	219	110	138	203	169	66
EpiKDlib_MSH6_1092	MSH6	388	116	368	116	328	49
EpiKDlib_MBD5_1037	MBD5	32	34	39	79	27	23
EpiKDlib_LEO1_1004	LEO1	212	267	241	388	163	92
EpiKDlib_PRPF31_1498	PRPF31	223	180	209	174	285	111
EpiKDlib_SIRT1_1719	SIRT1	12	11	36	36	3	1
EpiKDlib_ELP3_553	ELP3	29	7	35	15	20	0
EpiKDlib_CHD1_353	CHD1	47	2	36	27	40	2
EpiKDlib_PHC2_1334	PHC2	186	97	79	132	108	58
EpiKDlib_SMYD2_1785	SMYD2	34	37	36	113	31	17
EpiKDlib_CHD3_363	CHD3	69	46	73	63	73	9
EpiKDlib_INO80B_840	INO80B	21	35	24	66	32	22
EpiKDlib_RNF8_1585	RNF8	26	15	16	14	7	3
EpiKDlib_SSRP1_1826	SSRP1	54	14	50	39	31	11
EpiKDlib_HINFP_756	HINFP	51	86	51	45	80	19
EpiKDlib_ASF1A_109	ASF1A	103	271	103	296	150	135
EpiKDlib_VRK1_2120	VRK1	134	108	79	73	121	40
EpiKDlib_SETDB1_1687	SETDB1	119	425	131	376	131	160
EpiKDlib_CHD1_352	CHD1	114	146	122	76	155	27
EpiKDlib_NAT10_1148	NAT10	63	17	43	21	84	10
EpiKDlib_ZNF217_2191	ZNF217	62	272	79	250	57	105
EpiKDlib_PRDM4_1427	PRDM4	240	116	270	176	236	54
EpiKDlib_TONSL_1982	TONSL	12	8	3	5	3	0
EpiKDlib_MST1_1105	MST1	80	51	72	82	88	19
EpiKDlib_ASF1B_112	ASF1B	228	200	144	189	120	36
EpiKDlib_SETD8_1681	SETD8	16	18	35	14	12	12
EpiKDlib_SMYD4_1791	SMYD4	12	12	9	6	14	2
EpiKDlib_FBRSL1_644	FBRSL1	55	28	23	48	30	32
EpiKDlib_MRGBP_1091	MRGBP	24	48	16	76	18	14
EpiKDlib_ZMYM3_2183	ZMYM3	45	608	37	540	49	218
EpiKDlib_PAF1_1278	PAF1	78	99	44	58	35	31
EpiKDlib_APOBEC3D_75	APOBEC3D	164	146	153	185	163	70
EpiKDlib_NFYB_1182	NFYB	119	56	115	151	73	14
EpiKDlib_EHMT2_539	EHMT2	81	854	109	822	99	350
EpiKDlib_SMARCB1_1751	SMARCB1	54	85	75	94	74	60
EpiKDlib_TRRAP_2012	TRRAP	90	39	78	62	75	22
EpiKDlib_AURKB_162	AURKB	16	15	8	24	9	3
EpiKDlib_EP300_568	EP300	242	5465	208	6710	278	2705
EpiKDlib_BRCA1_212	BRCA1	37	6	37	16	53	5
EpiKDlib_ACTR3B_13	ACTR3B	161	93	155	174	175	47
EpiKDlib_DNMT1_486	DNMT1	13	17	28	24	17	15
EpiKDlib_ELP5_559	ELP5	50	87	37	107	45	30
EpiKDlib_CBX1_277	CBX1	121	26	77	50	95	13
EpiKDlib_APOBEC3B_69	APOBEC3B	282	318	244	350	281	135
EpiKDlib_BUB1_263	BUB1	11	2	10	7	6	5
EpiKDlib_CUL3_437	CUL3	166	30	147	39	118	10
EpiKDlib_RUVBL1_1605	RUVBL1	45	20	41	5	28	1
EpiKDlib_KDM8_965	KDM8	26	5	9	19	4	10
EpiKDlib_PHF13_1348	PHF13	338	436	288	549	239	112
EpiKDlib_SRSF3_1817	SRSF3	161	38	48	49	107	14
EpiKDlib_OGT_1263	OGT	31	31	16	26	40	14
EpiKDlib_CBX3_282	CBX3	126	512	102	455	125	300
EpiKDlib_GTF3C4_699	GTF3C4	15	3	22	44	12	9
EpiKDlib_PRDM4_1426	PRDM4	49	25	35	41	87	12
EpiKDlib_RAG2_1523	RAG2	69	87	40	44	72	18
EpiKDlib_RAD51_1509	RAD51	19	14	9	4	10	6
EpiKDlib_ACTR6_20	ACTR6	39	47	60	106	36	16
EpiKDlib_TTK_2018	TTK	14	22	25	30	23	6
EpiKDlib_ZMYND11_2185	ZMYND11	22	7	17	6	14	7
EpiKDlib_KANSL1_877	KANSL1	86	62	79	111	63	28
EpiKDlib_GTF3C4_701	GTF3C4	85	180	87	265	94	65
EpiKDlib_MYSM1_1130	MYSM1	40	32	27	30	16	8
EpiKDlib_PRMT7_1490	PRMT7	40	12	94	26	70	15
EpiKDlib_SHPRH_1710	SHPRH	51	36	38	57	47	8
EpiKDlib_ATN1_144	ATN1	206	184	211	244	215	91
EpiKDlib_AURKB_164	AURKB	17	7	26	43	21	12
EpiKDlib_ARID4A_97	ARID4A	52	23	57	24	56	8
EpiKDlib_APEX1_58	APEX1	26	8	30	18	27	3
EpiKDlib_TAF4_1901	TAF4	122	252	67	353	74	141
EpiKDlib_CBX4_286	CBX4	24	3	23	17	31	3
EpiKDlib_MUM1_1120	MUM1	201	156	150	175	191	50
EpiKDlib_PAXIP1_1298	PAXIP1	67	2600	87	2462	74	1196
EpiKDlib_ZNHIT1_2213	ZNHIT1	63	53	37	62	57	26
EpiKDlib_KAT5_895	KAT5	54	4	26	9	27	5
EpiKDlib_PPP2CA_1396	PPP2CA	18	35	16	44	21	15
EpiKDlib_SUV420H2_1862	SUV420H2	203	222	242	269	219	67
EpiKDlib_ELP2_550	ELP2	40	10	29	36	25	3
EpiKDlib_SMARCB1_1752	SMARCB1	54	18	47	32	26	0
EpiKDlib_BRD4_229	BRD4	161	247	92	186	178	108
EpiKDlib_EXOSC7_605	EXOSC7	39	38	31	33	13	24
EpiKDlib_NOC2L_1238	NOC2L	34	24	22	26	33	2
EpiKDlib_PRMT6_1488	PRMT6	3	1	3	1	0	1
EpiKDlib_SETDB1_1685	SETDB1	140	244	88	262	112	100
EpiKDlib_EXOSC3_593	EXOSC3	65	32	96	92	42	44
EpiKDlib_MGEA5_1065	MGEA5	34	43	29	30	32	9
EpiKDlib_KDM3B_925	KDM3B	88	40	35	72	50	10
EpiKDlib_KDM1A_911	KDM1A	22	2	15	4	7	0
EpiKDlib_TAF3_1896	TAF3	127	92	61	82	198	39
EpiKDlib_LBR_1001	LBR	191	168	131	161	189	59
EpiKDlib_UBE2D3_2032	UBE2D3	30	31	14	29	34	4
EpiKDlib_WDR82_2131	WDR82	36	40	34	163	34	34
EpiKDlib_DAXX_454	DAXX	74	34	64	72	92	36
EpiKDlib_EXOSC6_601	EXOSC6	49	15	64	39	41	11
EpiKDlib_SMARCA1_1733	SMARCA1	232	214	175	315	155	66
EpiKDlib_DDB1_459	DDB1	71	52	54	82	36	16
EpiKDlib_DPF2_505	DPF2	48	44	73	23	41	2
EpiKDlib_RPS6KA3_1590	RPS6KA3	125	58	99	74	188	39
EpiKDlib_PBRM1_1303	PBRM1	15	25	20	24	19	11
EpiKDlib_DMAP1_473	DMAP1	20	18	18	24	7	2
EpiKDlib_TEX10_1950	TEX10	3	4	5	0	25	3
EpiKDlib_CDC6_305	CDC6	68	23	70	48	82	4
EpiKDlib_HCFC1_706	HCFC1	113	42	106	34	84	7
EpiKDlib_KAT2A_889	KAT2A	13	53	7	82	8	28
EpiKDlib_KANSL1_876	KANSL1	17	3	17	30	7	7
EpiKDlib_TAF10_1884	TAF10	4	8	29	19	8	2
EpiKDlib_PAXIP1_1297	PAXIP1	85	1915	69	1744	73	721
EpiKDlib_TEX10_1952	TEX10	25	10	30	13	18	7
EpiKDlib_NSL1_1260	NSL1	53	52	43	48	45	2
EpiKDlib_ING2_826	ING2	86	100	76	101	48	27
EpiKDlib_CXXC1_448	CXXC1	31	18	11	16	17	11
EpiKDlib_NCOR1_1169	NCOR1	179	58	109	49	184	14
EpiKDlib_ACTR5_18	ACTR5	137	395	112	425	147	148
EpiKDlib_AURKA_161	AURKA	6	2	2	3	14	0
EpiKDlib_RCOR3_1554	RCOR3	17	5	14	13	9	5
EpiKDlib_RCC1_1548	RCC1	34	22	23	17	26	11
EpiKDlib_NFYB_1183	NFYB	25	15	36	12	32	1
EpiKDlib_INO80C_844	INO80C	114	345	49	386	86	207
EpiKDlib_MLLT1_1068	MLLT1	88	277	69	328	32	99
EpiKDlib_HDAC8_739	HDAC8	42	34	30	73	25	27
EpiKDlib_HINFP_758	HINFP	5	0	10	8	5	0
EpiKDlib_ELP6_561	ELP6	37	20	52	32	70	8
EpiKDlib_MBD6_1040	MBD6	94	863	95	1078	67	277
EpiKDlib_UBE2B_2025	UBE2B	84	109	79	242	119	77
EpiKDlib_UCHL5_2058	UCHL5	66	393	45	326	62	199
EpiKDlib_CHAF1A_347	CHAF1A	42	16	50	41	42	7
EpiKDlib_KANSL3_884	KANSL3	12	6	34	40	14	1
EpiKDlib_RNF168_1573	RNF168	25	38	33	32	47	10
EpiKDlib_ING4_832	ING4	63	42	30	90	52	10
EpiKDlib_TAF5L_1906	TAF5L	152	344	178	405	196	175
EpiKDlib_CDK3_321	CDK3	15	17	22	27	8	1
EpiKDlib_TADA2A_1872	TADA2A	32	25	41	57	58	20
EpiKDlib_ZZZ3_2218	ZZZ3	52	8	31	46	76	9
EpiKDlib_CUL2_435	CUL2	63	16	42	43	78	3
EpiKDlib_CBX2_278	CBX2	50	22	13	19	28	9
EpiKDlib_YEATS4_2143	YEATS4	18	23	6	11	22	11
EpiKDlib_WDR77_2127	WDR77	70	45	70	82	75	23
EpiKDlib_MLLT1_1069	MLLT1	92	150	113	167	102	43
EpiKDlib_DR1_520	DR1	76	69	65	63	109	35
EpiKDlib_ARID1A_87	ARID1A	96	38	95	48	94	13
EpiKDlib_TAF5_1903	TAF5	13	5	8	14	28	7
EpiKDlib_SCML2_1639	SCML2	183	178	154	190	181	66
EpiKDlib_CBX3_283	CBX3	90	422	53	392	112	232
EpiKDlib_PHF10_1343	PHF10	173	183	187	230	246	104
EpiKDlib_SF3B3_1697	SF3B3	38	27	41	35	58	18
EpiKDlib_PRMT1_1479	PRMT1	47	42	45	29	65	31
EpiKDlib_CDYL_334	CDYL	19	5	29	32	16	4
EpiKDlib_SSRP1_1827	SSRP1	53	38	35	31	73	19
EpiKDlib_RCC1_1547	RCC1	81	21	90	86	102	25
EpiKDlib_PRMT7_1491	PRMT7	60	26	63	93	56	12
EpiKDlib_SP1_1796	SP1	23	19	33	29	39	8
EpiKDlib_PELP1_1329	PELP1	14	4	16	24	16	6
EpiKDlib_TFDP1_1955	TFDP1	7	11	7	3	2	2
EpiKDlib_PRMT1_1478	PRMT1	43	7	49	41	48	16
EpiKDlib_POGZ_1385	POGZ	142	27	95	48	155	16
EpiKDlib_EXOSC8_606	EXOSC8	29	62	29	73	21	20
EpiKDlib_SAP18_1619	SAP18	51	39	55	45	67	8
EpiKDlib_SUPT16H_1837	SUPT16H	64	35	76	92	46	20
EpiKDlib_BARD1_184	BARD1	10	2	40	23	49	14
EpiKDlib_TAF3_1898	TAF3	22	34	16	40	19	21
EpiKDlib_ELP3_552	ELP3	19	22	29	32	28	18
EpiKDlib_BUB1_261	BUB1	21	13	15	12	14	7
EpiKDlib_SUZ12_1864	SUZ12	77	407	49	663	54	191
EpiKDlib_YEATS4_2142	YEATS4	65	15	45	55	69	11
EpiKDlib_CHEK1_382	CHEK1	29	26	29	35	59	17
EpiKDlib_ASH1L_114	ASH1L	42	31	43	39	77	13
EpiKDlib_CENPC_344	CENPC	35	24	15	33	18	3
EpiKDlib_IKBKAP_814	IKBKAP	33	16	32	49	9	2
EpiKDlib_YEATS4_2144	YEATS4	29	6	18	19	25	9
EpiKDlib_BRMS1_245	BRMS1	154	51	167	171	145	27
EpiKDlib_DPY30_517	DPY30	31	74	27	58	38	14
EpiKDlib_SUPT16H_1835	SUPT16H	20	27	40	35	15	6
EpiKDlib_CTCF_423	CTCF	66	11	51	32	102	9
EpiKDlib_CBX7_295	CBX7	122	23	86	34	96	5
EpiKDlib_VPS72_2115	VPS72	25	25	31	16	53	5
EpiKDlib_SENP1_1646	SENP1	23	15	36	67	61	39
EpiKDlib_SP1_1798	SP1	57	833	37	753	69	255
EpiKDlib_MEAF6_1054	MEAF6	9	3	17	16	21	6
EpiKDlib_EXOSC9_610	EXOSC9	109	104	83	97	97	65
EpiKDlib_NIPBL_1190	NIPBL	14	64	13	41	14	26
EpiKDlib_USP7_2108	USP7	81	29	63	46	81	10
EpiKDlib_WDR5_2125	WDR5	20	5	19	18	11	0
EpiKDlib_KDM1B_914	KDM1B	11	13	18	15	16	4
EpiKDlib_ELP6_562	ELP6	40	17	50	27	7	9
EpiKDlib_DNTTIP2_498	DNTTIP2	45	36	25	36	37	10
EpiKDlib_EXOSC3_592	EXOSC3	46	69	30	58	34	9
EpiKDlib_ACTB_6	ACTB	37	317	46	361	44	192
EpiKDlib_PHF20_1362	PHF20	16	254	23	297	20	102
EpiKDlib_PRMT7_1489	PRMT7	34	19	60	32	24	9
EpiKDlib_PARP1_1288	PARP1	54	26	35	20	28	21
EpiKDlib_UBE2T_2044	UBE2T	27	17	18	24	36	13
EpiKDlib_KAT14_885	KAT14	73	33	67	72	76	35
EpiKDlib_MPHOSPH8_1087	MPHOSPH8	90	95	55	133	97	43
EpiKDlib_PCNA_1321	PCNA	23	1	12	2	21	1
EpiKDlib_DPY30_516	DPY30	15	3	21	6	25	6
EpiKDlib_CBX3_281	CBX3	88	423	76	444	92	148
EpiKDlib_RNF40_1584	RNF40	16	35	18	43	15	7
EpiKDlib_MYBBP1A_1123	MYBBP1A	12	24	18	22	12	11
EpiKDlib_AEBP2_29	AEBP2	26	42	21	87	27	24
EpiKDlib_PRPF31_1500	PRPF31	4	1	10	0	12	6
EpiKDlib_SETD8_1682	SETD8	12	11	23	27	16	6
EpiKDlib_EXOSC7_604	EXOSC7	7	17	24	12	15	5
EpiKDlib_USP36_2095	USP36	20	15	27	42	21	14
EpiKDlib_TADA2A_1873	TADA2A	24	18	13	12	26	6
EpiKDlib_RNF20_1579	RNF20	76	31	86	118	75	25
EpiKDlib_EXOSC6_600	EXOSC6	69	29	70	86	89	17
EpiKDlib_PRKDC_1475	PRKDC	28	51	44	54	45	16
EpiKDlib_PPP4C_1399	PPP4C	31	23	29	51	44	15
EpiKDlib_UBR5_2054	UBR5	36	1057	48	1240	42	449
EpiKDlib_NFRKB_1180	NFRKB	43	63	22	75	25	20
EpiKDlib_RBBP5_1537	RBBP5	60	51	33	28	85	10
EpiKDlib_EHMT2_538	EHMT2	66	782	50	746	68	211
EpiKDlib_BRWD1_256	BRWD1	5	2	4	2	4	4
EpiKDlib_SAP18_1620	SAP18	49	13	50	22	39	10
EpiKDlib_PADI1_1264	PADI1	50	42	80	64	86	23
EpiKDlib_DPY30_518	DPY30	21	39	21	43	7	3
EpiKDlib_NO-TARGET_1231	NO-TARGET	140	74	74	78	134	33
EpiKDlib_PPP4C_1400	PPP4C	7	23	20	20	18	6
EpiKDlib_TAF5L_1907	TAF5L	39	56	38	74	49	25
EpiKDlib_SUPT7L_1845	SUPT7L	37	42	35	29	29	13
EpiKDlib_SP100_1799	SP100	71	661	101	1034	119	336
EpiKDlib_DEK_470	DEK	47	72	41	79	66	33
EpiKDlib_MCRS1_1049	MCRS1	38	5	27	22	39	9
EpiKDlib_DDX21_465	DDX21	31	16	46	18	60	13
EpiKDlib_KAT8_908	KAT8	19	10	27	18	43	10
EpiKDlib_NFRKB_1181	NFRKB	37	33	48	42	40	28
EpiKDlib_MYSM1_1129	MYSM1	21	17	55	36	38	9
EpiKDlib_ZMYM3_2181	ZMYM3	41	500	31	513	44	236
EpiKDlib_KAT14_887	KAT14	54	26	33	47	56	10
EpiKDlib_EHMT1_534	EHMT1	36	553	29	417	56	242
EpiKDlib_RNF20_1580	RNF20	7	2	15	14	5	2
EpiKDlib_DPY30_514	DPY30	6	2	10	7	34	14
EpiKDlib_SHPRH_1711	SHPRH	18	16	12	30	10	8
EpiKDlib_UBE2D3_2033	UBE2D3	18	14	33	18	34	7
EpiKDlib_EXOSC3_591	EXOSC3	12	6	22	23	17	3
EpiKDlib_EXOSC5_599	EXOSC5	18	11	10	21	4	5
EpiKDlib_TADA3_1878	TADA3	52	192	65	194	69	89
EpiKDlib_ELP5_558	ELP5	24	3	12	3	9	6
EpiKDlib_CDK1_312	CDK1	57	42	29	60	59	21
EpiKDlib_SETD1A_1654	SETD1A	49	32	57	46	45	25
EpiKDlib_RAD51_1508	RAD51	6	5	5	13	3	3
EpiKDlib_INO80B_841	INO80B	36	21	65	61	85	16
EpiKDlib_BRD8_234	BRD8	26	13	22	27	28	6
EpiKDlib_UCHL5_2060	UCHL5	20	369	26	558	10	193
EpiKDlib_OGT_1261	OGT	56	56	22	21	46	9
EpiKDlib_PAF1_1276	PAF1	8	17	38	39	24	5
EpiKDlib_CDK7_325	CDK7	13	9	24	20	25	6
EpiKDlib_NPM1_1244	NPM1	16	7	21	25	16	6
EpiKDlib_ANP32E_52	ANP32E	24	9	22	50	31	17
EpiKDlib_MGEA5_1066	MGEA5	26	41	27	96	37	22
EpiKDlib_KAT5_894	KAT5	20	36	6	26	12	6
EpiKDlib_DR1_519	DR1	74	88	73	179	99	39
EpiKDlib_CDC6_304	CDC6	36	17	44	15	68	7
EpiKDlib_SF3B1_1694	SF3B1	59	35	90	62	83	10
EpiKDlib_HJURP_766	HJURP	20	33	20	28	43	14
EpiKDlib_KAT2A_888	KAT2A	15	64	6	76	12	22
EpiKDlib_TRIM24_2000	TRIM24	16	19	40	66	21	14
EpiKDlib_RBX1_1544	RBX1	68	22	48	70	29	7
EpiKDlib_LAS1L_996	LAS1L	13	13	16	21	4	6
EpiKDlib_USP7_2106	USP7	19	19	25	20	26	3
EpiKDlib_CREBBP_411	CREBBP	61	29	40	81	41	27
EpiKDlib_MBD1_1025	MBD1	6	10	26	32	31	12
EpiKDlib_TTK_2017	TTK	49	25	57	33	47	17
EpiKDlib_BRCA1_211	BRCA1	13	2	11	3	10	2
EpiKDlib_PPP4C_1401	PPP4C	22	13	20	22	22	9
EpiKDlib_SMARCC1_1756	SMARCC1	37	1	30	11	73	7
EpiKDlib_CDK9_328	CDK9	21	7	34	46	31	19
EpiKDlib_CHAF1A_346	CHAF1A	101	77	126	56	105	37
