sgRNA	Gene	D9_rep1_SSEA5_hi	D9_rep1_SSEA5_low	D9_rep2_SSEA5_hi	D9_rep2_SSEA5_low	D9_rep3_SSEA5_hi	D9_rep3_SSEA5_low
EpiKDlib_INO80D_847	INO80D	447	373	457	401	444	153
EpiKDlib_SMARCC2_1758	SMARCC2	455	294	405	416	487	183
EpiKDlib_MYO1C_1127	MYO1C	354	184	254	303	325	74
EpiKDlib_RAD54B_1511	RAD54B	210	69	174	120	239	54
EpiKDlib_NPM1_1245	NPM1	20	11	27	80	38	15
EpiKDlib_SUPT7L_1844	SUPT7L	213	415	162	327	270	163
EpiKDlib_EYA2_616	EYA2	540	217	434	321	606	111
EpiKDlib_KDM5A_942	KDM5A	634	784	431	732	526	450
EpiKDlib_PRKAB1_1451	PRKAB1	844	391	712	630	850	204
EpiKDlib_USP11_2070	USP11	425	331	281	344	432	190
EpiKDlib_CHD4_366	CHD4	10	12	5	21	13	1
EpiKDlib_NO-TARGET_1200	NO-TARGET	547	437	385	405	435	158
EpiKDlib_CHD8_378	CHD8	608	191	503	404	484	93
EpiKDlib_MASTL_1016	MASTL	73	32	88	33	56	9
EpiKDlib_YWHAE_2150	YWHAE	400	1061	350	1299	258	418
EpiKDlib_CECR2_342	CECR2	238	110	287	180	369	49
EpiKDlib_HELLS_750	HELLS	324	206	244	188	320	86
EpiKDlib_TDRKH_1939	TDRKH	396	216	391	333	393	95
EpiKDlib_BCORL1_201	BCORL1	406	197	299	279	298	76
EpiKDlib_NCOR1_1168	NCOR1	206	60	154	126	194	18
EpiKDlib_JMJD1C_871	JMJD1C	305	665	239	902	292	401
EpiKDlib_ASF1B_111	ASF1B	237	200	208	285	256	118
EpiKDlib_SPEN_1805	SPEN	599	75	394	95	516	31
EpiKDlib_JADE2_855	JADE2	481	294	256	387	423	115
EpiKDlib_ATM_143	ATM	313	240	281	318	357	114
EpiKDlib_MTA2_1111	MTA2	445	115	287	154	320	23
EpiKDlib_HMGN1_785	HMGN1	285	262	277	401	291	125
EpiKDlib_AURKC_167	AURKC	398	325	312	372	432	140
EpiKDlib_KAT14_886	KAT14	42	79	58	74	73	22
EpiKDlib_BANP_178	BANP	520	223	466	330	534	152
EpiKDlib_BRWD1_255	BRWD1	949	458	834	574	914	261
EpiKDlib_NO-TARGET_1213	NO-TARGET	487	412	463	672	558	242
EpiKDlib_ZCWPW1_2167	ZCWPW1	381	180	352	222	459	100
EpiKDlib_SMARCC2_1759	SMARCC2	369	299	293	263	332	109
EpiKDlib_RNF8_1587	RNF8	253	175	221	142	258	43
EpiKDlib_WSB2_2134	WSB2	20	5	41	23	26	15
EpiKDlib_DPF2_507	DPF2	202	58	142	130	214	28
EpiKDlib_PCGF1_1306	PCGF1	718	325	658	360	727	131
EpiKDlib_USP11_2072	USP11	546	379	587	466	639	210
EpiKDlib_USP16_2081	USP16	611	431	482	432	850	283
EpiKDlib_TOP2A_1984	TOP2A	297	219	226	232	257	68
EpiKDlib_KDM5D_951	KDM5D	473	326	362	288	474	121
EpiKDlib_DDB2_462	DDB2	587	309	350	304	469	150
EpiKDlib_ANP32B_48	ANP32B	283	268	212	303	255	102
EpiKDlib_TYW5_2019	TYW5	566	488	561	501	488	173
EpiKDlib_SRSF3_1819	SRSF3	61	19	40	33	41	12
EpiKDlib_NO-TARGET_1221	NO-TARGET	595	326	309	339	452	144
EpiKDlib_EHMT2_537	EHMT2	173	1088	152	1070	152	465
EpiKDlib_NCOA2_1158	NCOA2	248	614	195	750	254	253
EpiKDlib_NO-TARGET_1203	NO-TARGET	266	156	316	159	392	83
EpiKDlib_KDM4D_937	KDM4D	375	192	311	347	426	136
EpiKDlib_KDM4C_933	KDM4C	395	345	338	407	325	88
EpiKDlib_KDM7A_961	KDM7A	403	134	343	204	459	71
EpiKDlib_USP44_2097	USP44	174	59	140	86	218	43
EpiKDlib_PHF2_1358	PHF2	253	139	254	260	243	72
EpiKDlib_REST_1555	REST	155	110	215	155	164	48
EpiKDlib_CHD6_370	CHD6	382	253	331	413	392	153
EpiKDlib_CDYL_336	CDYL	305	243	247	295	321	108
EpiKDlib_BRD9_237	BRD9	118	61	81	113	170	67
EpiKDlib_NCOA1_1155	NCOA1	364	236	225	209	293	82
EpiKDlib_DZIP3_526	DZIP3	369	357	338	315	317	94
EpiKDlib_HLCS_769	HLCS	480	274	437	365	472	144
EpiKDlib_USP22_2088	USP22	389	197	336	411	320	125
EpiKDlib_SCML4_1643	SCML4	243	177	196	276	250	75
EpiKDlib_ZRANB3_2216	ZRANB3	433	470	456	657	615	230
EpiKDlib_GADD45G_670	GADD45G	698	260	402	307	498	117
EpiKDlib_CHD5_367	CHD5	525	377	497	465	456	132
EpiKDlib_NO-TARGET_1212	NO-TARGET	444	219	340	285	413	107
EpiKDlib_UBR2_2050	UBR2	463	549	218	484	455	227
EpiKDlib_AEBP2_28	AEBP2	345	296	269	262	311	126
EpiKDlib_BANP_177	BANP	118	41	61	27	79	33
EpiKDlib_L3MBTL2_988	L3MBTL2	221	718	98	619	153	287
EpiKDlib_KDM4E_941	KDM4E	395	358	324	251	351	117
EpiKDlib_PRKAA2_1449	PRKAA2	219	229	167	180	237	85
EpiKDlib_PKM_1379	PKM	147	128	86	158	127	36
EpiKDlib_RLIM_1568	RLIM	557	104	419	213	431	65
EpiKDlib_CHD4_365	CHD4	97	15	70	78	48	9
EpiKDlib_NO-TARGET_1211	NO-TARGET	224	173	161	248	247	62
EpiKDlib_PRKAA2_1448	PRKAA2	470	489	385	505	519	150
EpiKDlib_MBD1_1024	MBD1	450	346	293	456	404	136
EpiKDlib_FOXA1_645	FOXA1	79	92	42	105	52	28
EpiKDlib_BABAM2_172	BABAM2	568	186	458	285	605	77
EpiKDlib_TYW5_2020	TYW5	343	243	374	412	374	144
EpiKDlib_RLIM_1569	RLIM	590	205	418	191	500	82
EpiKDlib_DDB2_460	DDB2	573	458	453	515	653	178
EpiKDlib_HDAC6_733	HDAC6	469	191	486	306	588	88
EpiKDlib_ATAD2_131	ATAD2	476	353	450	418	524	81
EpiKDlib_ZBTB33_2162	ZBTB33	697	406	613	536	669	131
EpiKDlib_ARID4A_98	ARID4A	401	204	319	226	355	73
EpiKDlib_LRWD1_1005	LRWD1	411	428	368	441	443	178
EpiKDlib_INO80E_850	INO80E	256	142	202	192	183	67
EpiKDlib_ARNTL_102	ARNTL	331	126	335	246	344	60
EpiKDlib_INO80D_848	INO80D	372	160	258	327	345	97
EpiKDlib_SMARCA4_1740	SMARCA4	367	209	333	303	316	98
EpiKDlib_TDG_1929	TDG	280	206	255	210	318	74
EpiKDlib_GATAD1_674	GATAD1	103	68	108	156	130	76
EpiKDlib_EYA2_617	EYA2	397	169	297	284	393	90
EpiKDlib_TAF9B_1925	TAF9B	705	316	413	424	593	146
EpiKDlib_USP15_2078	USP15	258	231	189	274	237	120
EpiKDlib_LEO1_1003	LEO1	123	50	45	71	76	24
EpiKDlib_PRMT8_1494	PRMT8	319	150	261	180	176	59
EpiKDlib_KDM4E_939	KDM4E	508	301	320	256	393	128
EpiKDlib_BRD1_220	BRD1	66	41	42	46	49	14
EpiKDlib_RAD54L_1514	RAD54L	191	64	161	81	193	21
EpiKDlib_TDRD7_1935	TDRD7	570	240	335	342	401	79
EpiKDlib_RCOR1_1549	RCOR1	289	341	224	420	228	85
EpiKDlib_PARG_1287	PARG	300	153	228	151	252	85
EpiKDlib_PRDM9_1441	PRDM9	594	368	499	432	590	177
EpiKDlib_PHC1_1330	PHC1	303	757	257	866	339	475
EpiKDlib_UBR2_2049	UBR2	665	401	443	510	457	184
EpiKDlib_ZBTB33_2161	ZBTB33	578	372	389	453	545	154
EpiKDlib_RMI1_1570	RMI1	453	255	293	253	363	62
EpiKDlib_RPS6KA3_1588	RPS6KA3	375	346	283	407	381	92
EpiKDlib_MASTL_1015	MASTL	502	215	311	235	437	91
EpiKDlib_HMGN4_793	HMGN4	316	243	311	297	330	138
EpiKDlib_PRDM9_1443	PRDM9	705	458	582	614	695	184
EpiKDlib_PELP1_1328	PELP1	65	35	43	55	73	11
EpiKDlib_ADNP_26	ADNP	485	691	313	516	468	255
EpiKDlib_CHUK_393	CHUK	628	310	554	580	596	159
EpiKDlib_UBE2B_2027	UBE2B	549	474	550	694	676	218
EpiKDlib_SENP1_1647	SENP1	345	476	280	532	366	168
EpiKDlib_PRDM16_1421	PRDM16	560	369	377	418	450	136
EpiKDlib_KDM1B_912	KDM1B	235	111	221	146	245	44
EpiKDlib_SMARCAD1_1746	SMARCAD1	687	85	499	96	739	47
EpiKDlib_ASXL3_128	ASXL3	519	194	369	376	371	104
EpiKDlib_SMARCB1_1753	SMARCB1	281	56	164	39	235	18
EpiKDlib_MORF4L2_1082	MORF4L2	558	222	341	279	364	90
EpiKDlib_NEK6_1174	NEK6	687	400	421	372	553	115
EpiKDlib_MBD3_1031	MBD3	20	3	29	6	5	2
EpiKDlib_MTA3_1113	MTA3	163	99	112	154	116	78
EpiKDlib_PPARGC1A_1392	PPARGC1A	223	194	124	202	249	105
EpiKDlib_SMEK2_1778	SMEK2	243	330	249	460	267	143
EpiKDlib_ZNF532_2198	ZNF532	828	153	624	522	724	100
EpiKDlib_CHRAC1_385	CHRAC1	447	682	350	736	374	212
EpiKDlib_PADI4_1275	PADI4	355	253	256	299	384	98
EpiKDlib_ZNF541_2199	ZNF541	536	437	377	626	448	216
EpiKDlib_CIR1_396	CIR1	481	329	386	357	490	151
EpiKDlib_C11orf30_266	C11orf30	508	23	352	41	386	11
EpiKDlib_KDM2A_916	KDM2A	165	94	104	108	151	23
EpiKDlib_FOXA1_646	FOXA1	416	254	312	241	391	146
EpiKDlib_ZMYND8_2189	ZMYND8	500	234	375	352	392	87
EpiKDlib_DOT1L_499	DOT1L	264	142	215	250	296	41
EpiKDlib_GSE1_691	GSE1	575	323	381	370	525	102
EpiKDlib_JMJD6_874	JMJD6	467	232	297	253	457	85
EpiKDlib_PHIP_1373	PHIP	1030	86	807	175	903	41
EpiKDlib_RAG1_1520	RAG1	914	473	725	682	847	220
EpiKDlib_SMARCD1_1760	SMARCD1	187	502	158	581	154	259
EpiKDlib_USP21_2087	USP21	359	357	343	347	371	145
EpiKDlib_L3MBTL3_992	L3MBTL3	681	185	596	220	712	81
EpiKDlib_TLE2_1963	TLE2	413	210	333	218	527	130
EpiKDlib_SUV39H1_1849	SUV39H1	760	290	639	263	805	146
EpiKDlib_NSL1_1258	NSL1	59	20	46	30	56	7
EpiKDlib_CTBP1_415	CTBP1	286	150	276	273	339	62
EpiKDlib_USP49_2103	USP49	1015	546	846	709	918	274
EpiKDlib_SMEK2_1777	SMEK2	583	301	502	501	541	118
EpiKDlib_YWHAZ_2152	YWHAZ	965	734	571	1137	639	372
EpiKDlib_SUV420H1_1853	SUV420H1	154	290	89	365	134	88
EpiKDlib_RNF8_1586	RNF8	140	62	96	91	95	27
EpiKDlib_RAD54L2_1516	RAD54L2	481	308	385	439	378	122
EpiKDlib_CECR2_341	CECR2	521	418	398	380	515	142
EpiKDlib_CDYL2_337	CDYL2	347	258	247	296	339	123
EpiKDlib_FOXP1_651	FOXP1	606	307	351	351	539	147
EpiKDlib_PRKCA_1465	PRKCA	404	363	359	553	525	113
EpiKDlib_SMYD2_1784	SMYD2	524	417	537	567	532	204
EpiKDlib_CBX5_287	CBX5	772	894	848	1034	778	370
EpiKDlib_BRD2_223	BRD2	682	578	476	731	607	392
EpiKDlib_MBD4_1032	MBD4	15	14	17	64	10	23
EpiKDlib_BRWD1_257	BRWD1	432	44	380	112	503	48
EpiKDlib_DEK_469	DEK	281	117	318	170	282	58
EpiKDlib_HCFC2_709	HCFC2	891	408	695	621	932	192
EpiKDlib_ATM_141	ATM	428	115	426	194	392	61
EpiKDlib_WAC_2122	WAC	567	296	487	353	619	120
EpiKDlib_ZMYND8_2187	ZMYND8	729	394	603	511	779	176
EpiKDlib_GATAD2B_678	GATAD2B	577	122	438	221	580	57
EpiKDlib_CDK17_313	CDK17	460	290	252	329	441	99
EpiKDlib_BRD8_236	BRD8	56	40	58	34	72	21
EpiKDlib_SATB1_1630	SATB1	325	168	192	254	219	71
EpiKDlib_SMARCD1_1761	SMARCD1	96	922	86	1047	92	410
EpiKDlib_KMT2E_981	KMT2E	514	115	571	190	469	41
EpiKDlib_YWHAZ_2151	YWHAZ	376	427	272	576	285	175
EpiKDlib_DPPA3_512	DPPA3	271	166	194	279	236	69
EpiKDlib_HSPA1B_808	HSPA1B	533	256	379	362	396	125
EpiKDlib_APOBEC3F_79	APOBEC3F	517	203	431	337	578	114
EpiKDlib_PRMT2_1480	PRMT2	349	193	239	240	325	58
EpiKDlib_FOXP2_654	FOXP2	20	11	14	16	38	4
EpiKDlib_MBD2_1026	MBD2	778	373	677	557	985	223
EpiKDlib_CTBP2_418	CTBP2	420	80	439	75	425	64
EpiKDlib_KMT2D_980	KMT2D	79	15	29	28	52	4
EpiKDlib_CDC73_309	CDC73	49	24	42	9	36	6
EpiKDlib_RIOX1_1561	RIOX1	199	125	139	141	202	72
EpiKDlib_HSPA1B_809	HSPA1B	365	209	374	375	420	73
EpiKDlib_SETD5_1668	SETD5	211	145	116	202	181	105
EpiKDlib_EXOSC4_594	EXOSC4	237	192	161	204	250	62
EpiKDlib_CSNK2A1_413	CSNK2A1	73	383	86	321	90	133
EpiKDlib_PARP2_1292	PARP2	416	191	300	279	353	98
EpiKDlib_SATB1_1631	SATB1	349	215	275	273	379	74
EpiKDlib_APOBEC3A_68	APOBEC3A	530	272	360	345	519	105
EpiKDlib_PBK_1302	PBK	531	201	324	264	465	164
EpiKDlib_DAXX_456	DAXX	254	119	198	141	270	67
EpiKDlib_HLTF_771	HLTF	493	285	355	315	500	151
EpiKDlib_RAD54L2_1518	RAD54L2	394	189	271	271	290	116
EpiKDlib_KDM5B_946	KDM5B	421	393	267	364	449	198
EpiKDlib_NO-TARGET_1215	NO-TARGET	409	272	384	394	484	124
EpiKDlib_NO-TARGET_1216	NO-TARGET	373	244	281	248	356	136
EpiKDlib_PADI2_1269	PADI2	237	131	99	106	154	45
EpiKDlib_HDAC8_738	HDAC8	258	432	233	690	266	255
EpiKDlib_JADE1_854	JADE1	513	358	352	304	469	96
EpiKDlib_CDY1_333	CDY1	858	468	645	548	842	180
EpiKDlib_ELP5_560	ELP5	50	28	29	33	46	11
EpiKDlib_PARP2_1293	PARP2	175	73	132	185	141	58
EpiKDlib_ELP2_551	ELP2	59	32	31	36	58	16
EpiKDlib_BAHD1_176	BAHD1	342	264	279	353	294	90
EpiKDlib_SIN3A_1713	SIN3A	584	435	400	420	582	198
EpiKDlib_MTA3_1114	MTA3	205	134	221	164	266	97
EpiKDlib_NBN_1151	NBN	199	44	67	38	188	30
EpiKDlib_TAF4_1900	TAF4	117	267	191	510	130	111
EpiKDlib_C11orf30_267	C11orf30	438	18	469	60	345	18
EpiKDlib_ARID2_93	ARID2	401	50	293	119	242	30
EpiKDlib_MGA_1063	MGA	578	527	440	592	571	238
EpiKDlib_APOBEC3H_85	APOBEC3H	484	221	251	303	332	135
EpiKDlib_SUV39H2_1850	SUV39H2	669	581	591	568	762	216
EpiKDlib_CUL1_431	CUL1	106	37	78	71	123	11
EpiKDlib_APOBEC3C_72	APOBEC3C	585	414	506	480	626	222
EpiKDlib_CDC6_306	CDC6	59	37	53	88	61	4
EpiKDlib_ZBTB16_2158	ZBTB16	585	456	466	646	510	243
EpiKDlib_BCOR_200	BCOR	394	314	290	427	328	152
EpiKDlib_ARID1B_91	ARID1B	348	242	303	433	341	170
EpiKDlib_MTF2_1116	MTF2	365	268	351	216	330	127
EpiKDlib_PRKAB1_1452	PRKAB1	711	343	545	460	642	136
EpiKDlib_CDK5_322	CDK5	297	150	195	228	238	57
EpiKDlib_ZNF687_2207	ZNF687	243	239	193	260	242	109
EpiKDlib_CTBP1_416	CTBP1	501	309	389	492	429	142
EpiKDlib_GFI1_681	GFI1	386	240	279	375	453	129
EpiKDlib_PRDM1_1405	PRDM1	597	409	406	487	783	170
EpiKDlib_YWHAB_2146	YWHAB	373	316	441	413	460	172
EpiKDlib_ACTR5_17	ACTR5	138	451	124	682	104	146
EpiKDlib_L3MBTL3_990	L3MBTL3	630	214	621	330	667	95
EpiKDlib_TAF9_1920	TAF9	260	270	222	314	252	157
EpiKDlib_MSH6_1093	MSH6	644	156	438	279	439	83
EpiKDlib_USP22_2089	USP22	277	160	270	224	163	67
EpiKDlib_SFMBT2_1703	SFMBT2	544	269	411	384	541	130
EpiKDlib_LRWD1_1007	LRWD1	231	274	270	429	227	137
EpiKDlib_KDM5A_943	KDM5A	433	156	451	177	527	82
EpiKDlib_ATF7IP_138	ATF7IP	125	401	63	333	189	174
EpiKDlib_SAP25_1622	SAP25	404	144	382	277	402	76
EpiKDlib_PHC1_1331	PHC1	462	442	412	687	459	155
EpiKDlib_TRRAP_2011	TRRAP	62	53	32	102	77	33
EpiKDlib_ZBTB33_2160	ZBTB33	755	451	587	581	674	183
EpiKDlib_VDR_2113	VDR	344	186	371	301	335	85
EpiKDlib_RB1_1533	RB1	99	135	79	110	156	67
EpiKDlib_PHF20L1_1364	PHF20L1	427	373	351	406	369	189
EpiKDlib_MTF2_1117	MTF2	462	254	342	227	506	97
EpiKDlib_NO-TARGET_1219	NO-TARGET	368	243	357	360	349	132
EpiKDlib_CHD9_379	CHD9	371	426	273	517	396	166
EpiKDlib_TNP1_1975	TNP1	712	366	563	489	812	186
EpiKDlib_RNF2_1578	RNF2	209	984	165	1248	193	441
EpiKDlib_PHC2_1333	PHC2	375	161	326	249	337	73
EpiKDlib_PHIP_1372	PHIP	396	57	300	87	428	39
EpiKDlib_HMGN2_788	HMGN2	703	545	447	636	642	281
EpiKDlib_NO-TARGET_1214	NO-TARGET	490	195	283	299	331	92
EpiKDlib_GADD45G_671	GADD45G	197	94	118	222	162	43
EpiKDlib_DPF1_503	DPF1	233	164	192	167	230	59
EpiKDlib_EID2B_548	EID2B	354	180	343	272	292	69
EpiKDlib_TLK2_1973	TLK2	475	325	479	435	505	147
EpiKDlib_HMGN2_787	HMGN2	408	311	409	469	458	123
EpiKDlib_NAP1L1_1135	NAP1L1	674	710	523	643	746	278
EpiKDlib_AIRE_34	AIRE	334	290	223	273	249	121
EpiKDlib_SAP130_1615	SAP130	311	202	308	265	282	74
EpiKDlib_MCRS1_1047	MCRS1	496	292	352	650	517	181
EpiKDlib_ZNF217_2190	ZNF217	78	171	54	224	91	99
EpiKDlib_ELP4_556	ELP4	9	8	11	3	14	1
EpiKDlib_FOXP1_653	FOXP1	318	183	340	365	362	152
EpiKDlib_BABAM2_171	BABAM2	396	326	285	281	339	93
EpiKDlib_SFMBT1_1700	SFMBT1	175	405	115	480	142	208
EpiKDlib_BRDT_240	BRDT	618	339	561	315	655	120
EpiKDlib_NFYB_1184	NFYB	256	71	167	103	215	37
EpiKDlib_CARM1_272	CARM1	823	27	731	67	849	24
EpiKDlib_HMGN4_792	HMGN4	206	260	217	416	249	141
EpiKDlib_MBIP_1042	MBIP	121	50	83	73	120	8
EpiKDlib_UBE2N_2042	UBE2N	182	81	153	82	158	31
EpiKDlib_SMEK1_1775	SMEK1	426	378	416	475	434	146
EpiKDlib_MTA3_1115	MTA3	280	189	215	145	197	86
EpiKDlib_HDAC5_731	HDAC5	430	177	274	200	442	101
EpiKDlib_MTA2_1110	MTA2	596	291	436	305	549	113
EpiKDlib_VRK1_2118	VRK1	538	202	461	450	583	126
EpiKDlib_NCOA1_1157	NCOA1	381	425	380	282	443	159
EpiKDlib_PRKAG3_1463	PRKAG3	591	273	507	465	439	131
EpiKDlib_SAP18_1618	SAP18	130	90	90	114	120	29
EpiKDlib_ANKRD32_40	ANKRD32	24	5	17	17	31	5
EpiKDlib_BRD3_225	BRD3	152	1133	109	1002	190	487
EpiKDlib_MSL3_1101	MSL3	466	303	342	280	482	100
EpiKDlib_ERBB4_581	ERBB4	493	302	239	292	489	107
EpiKDlib_SMYD1_1782	SMYD1	393	215	311	299	328	123
EpiKDlib_UBN1_2048	UBN1	155	48	139	86	155	32
EpiKDlib_DNMT3L_495	DNMT3L	534	539	486	840	475	220
EpiKDlib_HLCS_770	HLCS	563	481	593	625	696	179
EpiKDlib_MSL2_1099	MSL2	458	223	274	272	391	93
EpiKDlib_HIRA_759	HIRA	289	214	159	227	263	100
EpiKDlib_CDK17_314	CDK17	608	343	533	466	595	139
EpiKDlib_SETD6_1670	SETD6	257	222	212	430	190	94
EpiKDlib_SUV39H1_1848	SUV39H1	481	172	485	204	408	56
EpiKDlib_EZH2_628	EZH2	327	754	254	855	274	315
EpiKDlib_A1CF_2	A1CF	795	554	670	577	696	296
EpiKDlib_SETD8_1677	SETD8	242	118	136	136	138	59
EpiKDlib_PRDM5_1431	PRDM5	250	152	243	266	244	64
EpiKDlib_HELLS_751	HELLS	335	96	187	158	254	56
EpiKDlib_UBR5_2052	UBR5	515	410	414	374	525	125
EpiKDlib_NO-TARGET_1207	NO-TARGET	533	368	429	458	582	195
EpiKDlib_MECP2_1057	MECP2	222	182	168	146	234	60
EpiKDlib_TLE2_1962	TLE2	684	208	581	332	573	177
EpiKDlib_PRMT6_1486	PRMT6	1077	490	641	502	986	274
EpiKDlib_PRKAG3_1462	PRKAG3	695	417	569	399	717	172
EpiKDlib_CBX6_292	CBX6	342	203	330	347	248	130
EpiKDlib_GSG2_693	GSG2	455	248	365	426	358	91
EpiKDlib_NCL_1154	NCL	96	32	52	19	11	6
EpiKDlib_PHF2_1359	PHF2	340	219	240	206	319	109
EpiKDlib_BAP1_180	BAP1	41	30	43	40	28	11
EpiKDlib_PRDM6_1433	PRDM6	175	115	204	113	272	30
EpiKDlib_RIOX2_1565	RIOX2	466	316	405	322	464	153
EpiKDlib_NASP_1144	NASP	232	186	275	335	300	93
EpiKDlib_PHF21A_1366	PHF21A	348	346	266	504	281	180
EpiKDlib_KAT2B_891	KAT2B	361	150	305	247	349	109
EpiKDlib_ZNF687_2206	ZNF687	339	401	246	442	485	176
EpiKDlib_KAT6B_902	KAT6B	274	299	267	396	235	129
EpiKDlib_GATAD2B_680	GATAD2B	289	100	218	163	369	55
EpiKDlib_RPS6KA4_1592	RPS6KA4	653	267	472	434	511	200
EpiKDlib_RAI1_1527	RAI1	207	208	212	193	252	83
EpiKDlib_SMARCAL1_1750	SMARCAL1	258	129	162	174	170	85
EpiKDlib_SAFB_1613	SAFB	97	38	33	35	74	11
EpiKDlib_CLOCK_405	CLOCK	435	252	442	307	422	125
EpiKDlib_BABAM1_170	BABAM1	356	93	257	202	410	94
EpiKDlib_TDRD3_1934	TDRD3	293	163	217	265	281	73
EpiKDlib_SETMAR_1691	SETMAR	564	220	341	253	523	90
EpiKDlib_MEAF6_1055	MEAF6	43	21	31	52	28	6
EpiKDlib_HDAC10_714	HDAC10	342	245	283	238	314	103
EpiKDlib_FAM175B_634	FAM175B	330	176	316	293	361	91
EpiKDlib_ARID2_95	ARID2	124	39	112	51	156	19
EpiKDlib_BAZ1B_190	BAZ1B	391	223	370	348	412	169
EpiKDlib_RNF2_1577	RNF2	245	1167	217	1371	210	530
EpiKDlib_TAF1L_1891	TAF1L	646	359	500	535	574	211
EpiKDlib_ANP32A_47	ANP32A	445	329	315	427	538	146
EpiKDlib_HAT1_702	HAT1	555	131	448	197	488	66
EpiKDlib_ARRB1_107	ARRB1	335	339	291	529	345	100
EpiKDlib_HDAC11_717	HDAC11	374	273	384	398	537	135
EpiKDlib_RNF2_1576	RNF2	261	67	250	233	179	51
EpiKDlib_EPC1_573	EPC1	195	15	117	35	163	7
EpiKDlib_SETDB2_1689	SETDB2	295	322	273	366	352	117
EpiKDlib_MSL2_1098	MSL2	336	93	337	125	297	33
EpiKDlib_CHD5_369	CHD5	197	92	145	143	158	33
EpiKDlib_ING5_836	ING5	309	213	183	399	280	62
EpiKDlib_KDM4B_931	KDM4B	232	162	154	200	235	79
EpiKDlib_TDRKH_1938	TDRKH	593	388	491	493	551	133
EpiKDlib_SNAI2_1793	SNAI2	363	3	289	23	338	13
EpiKDlib_TADA1_1870	TADA1	118	1144	151	1283	143	427
EpiKDlib_ALKBH1_38	ALKBH1	192	100	105	135	154	37
EpiKDlib_POLE3_1387	POLE3	339	235	280	262	343	99
EpiKDlib_MBD5_1036	MBD5	45	61	36	67	83	39
EpiKDlib_CHRAC1_386	CHRAC1	259	266	167	299	246	140
EpiKDlib_TRIM33_2009	TRIM33	261	132	238	208	310	71
EpiKDlib_KANSL3_882	KANSL3	35	6	25	26	35	2
EpiKDlib_KAT6B_900	KAT6B	612	774	451	712	574	332
EpiKDlib_FOXP4_662	FOXP4	383	371	312	525	286	214
EpiKDlib_CDK7_327	CDK7	422	375	356	339	377	154
EpiKDlib_RPS6KA3_1589	RPS6KA3	310	209	250	358	279	84
EpiKDlib_TRIM27_2002	TRIM27	473	387	534	531	398	146
EpiKDlib_C11orf30_265	C11orf30	283	61	232	91	275	24
EpiKDlib_TOP2A_1983	TOP2A	53	28	54	78	86	18
EpiKDlib_CBX6_290	CBX6	494	215	348	348	406	107
EpiKDlib_KDM6A_954	KDM6A	380	322	334	401	501	155
EpiKDlib_HMGN1_784	HMGN1	396	250	436	462	539	129
EpiKDlib_TOP2A_1985	TOP2A	31	12	40	35	64	4
EpiKDlib_PAGR1_1281	PAGR1	73	1881	54	1734	100	872
EpiKDlib_FBRS_641	FBRS	720	427	714	747	732	222
EpiKDlib_DNMT3L_494	DNMT3L	358	273	258	465	390	169
EpiKDlib_RBBP7_1542	RBBP7	368	223	285	222	302	91
EpiKDlib_EED_532	EED	428	315	348	541	471	153
EpiKDlib_PRMT9_1497	PRMT9	432	117	351	201	450	47
EpiKDlib_L3MBTL2_989	L3MBTL2	423	1231	279	1426	386	663
EpiKDlib_LRWD1_1006	LRWD1	391	281	314	431	340	172
EpiKDlib_ENY2_564	ENY2	578	262	485	301	477	90
EpiKDlib_JAK2_862	JAK2	212	215	193	236	245	77
EpiKDlib_DAXX_455	DAXX	109	106	100	109	99	27
EpiKDlib_PBK_1300	PBK	622	343	551	422	677	135
EpiKDlib_TADA3_1880	TADA3	45	86	34	106	41	47
EpiKDlib_CARM1_274	CARM1	127	47	103	66	121	31
EpiKDlib_NAP1L2_1137	NAP1L2	309	281	281	278	302	83
EpiKDlib_NCOA1_1156	NCOA1	295	200	233	256	219	72
EpiKDlib_HCFC2_710	HCFC2	388	184	353	234	375	101
EpiKDlib_EID1_542	EID1	457	246	353	381	438	119
EpiKDlib_PRR14_1501	PRR14	418	242	298	336	330	106
EpiKDlib_EP400_571	EP400	160	27	165	41	103	10
EpiKDlib_PRKCB_1469	PRKCB	197	114	141	129	227	64
EpiKDlib_NO-TARGET_1228	NO-TARGET	279	207	219	264	407	81
EpiKDlib_PRDM8_1440	PRDM8	300	254	260	632	223	212
EpiKDlib_ASF1A_110	ASF1A	394	328	314	464	270	158
EpiKDlib_SMARCD3_1767	SMARCD3	192	68	112	140	158	22
EpiKDlib_TNP2_1977	TNP2	342	204	346	297	493	207
EpiKDlib_MSH6_1094	MSH6	272	123	236	207	267	36
EpiKDlib_BAZ2B_196	BAZ2B	561	251	365	266	381	90
EpiKDlib_RAD54B_1512	RAD54B	259	145	208	239	299	63
EpiKDlib_PADI3_1271	PADI3	475	258	422	309	347	161
EpiKDlib_UBE2A_2022	UBE2A	98	276	53	286	48	76
EpiKDlib_DDB1_457	DDB1	39	27	13	57	14	20
EpiKDlib_SETD5_1666	SETD5	186	56	131	52	141	11
EpiKDlib_HIRIP3_764	HIRIP3	353	263	252	318	302	113
EpiKDlib_BMI1_204	BMI1	344	151	207	233	301	101
EpiKDlib_SMEK2_1776	SMEK2	459	415	406	399	529	201
